Order,Emoji,Word,Transcription,Transcription_UK,Symbol,Category,Literal_Translation,Contextual_Translation
57,👧,Girl,/ɡɜːrl/,/ɡɜːl/,/ɜː/,Long Vowels,"menina, garota, moça, jovem, filha","Pessoa do sexo feminino, especialmente jovem."
59,👩‍⚕️,Nurse,/nɝːs/,/nɜːs/,/ɜː/,Long Vowels,"enfermeira, cuidadora, atendente, profissional, assistente",Pessoa que cuida de pacientes em hospitais ou clínicas.
55,🔠,Word,/wɜːrd/,/wɜːd/,/ɜː/,Long Vowels,"palavra, termo, vocábulo, fala, promessa",Unidade básica de linguagem ou expressão verbal.
54,💼,Work,/wɜːrk/,/wɜːk/,/ɜː/,Long Vowels,"trabalho, serviço, emprego, obra, esforço",Atividade profissional ou ação que exige dedicação.
56,🌎,World,/wɜːrld/,/wɜːld/,/ɜː/,Long Vowels,"mundo, planeta, sociedade, humanidade, ambiente",O planeta Terra ou o conjunto das pessoas e lugares.
219,🧠,Memory,/ˈmem.ə.ri/,/ˈmem.ər.i/,/m/,Nasals,"memória, lembrança, recordação, registro, lembrança mental",Capacidade de guardar e recuperar informações.
216,💬,Message,/ˈmes.ɪdʒ/,/ˈmes.ɪdʒ/,/m/,Nasals,"mensagem, recado, comunicado, aviso, informação",Informação transmitida a alguém.
218,🪞,Mirror,/ˈmɪr.ər/,/ˈmɪr.ər/,/m/,Nasals,"espelho, reflexo, imagem, superfície, vidro",Objeto que reflete luz e imagens.
215,🌅,Morning,/ˈmɔːr.nɪŋ/,/ˈmɔː.nɪŋ/,/m/,Nasals,"manhã, início, aurora, começo, dia",Parte inicial do dia; oposto de noite.
217,💪,Muscle,/ˈmʌ.səl/,/ˈmʌs.əl/,/m/,Nasals,"músculo, força, fibra, vigor, estrutura",Tecido corporal que permite movimento; símbolo de força.
214,🎵,Music,/ˈmjuː.zɪk/,/ˈmjuː.zɪk/,/m/,Nasals,"música, som, canção, melodia, composição",Arte de combinar sons de forma harmoniosa.
224,🦵,Knee,/niː/,/niː/,/n/,Nasals,"joelho, articulação, dobra, perna, parte",Articulação que liga a coxa à perna.
225,🧠,Knowledge,/ˈnɑː.lɪdʒ/,/ˈnɒl.ɪdʒ/,/n/,Nasals,"conhecimento, saber, informação, compreensão, domínio",Aquilo que se aprende ou entende.
220,🌿,Nature,/ˈneɪ.tʃər/,/ˈneɪ.tʃər/,/n/,Nasals,"natureza, ambiente, essência, caráter, temperamento",Mundo natural ou características fundamentais de algo.
222,🌐,Network,/ˈnet.wɜːrk/,/ˈnet.wɜːk/,/n/,Nasals,"rede, sistema, malha, conexão, cadeia","Conjunto de ligações entre pessoas, objetos ou sistemas."
223,🌃,Night,/naɪt/,/naɪt/,/n/,Nasals,"noite, escuridão, período, madrugada, turno",Parte do dia entre o pôr e o nascer do sol.
221,🔢,Number,/ˈnʌm.bər/,/ˈnʌm.bər/,/n/,Nasals,"número, algarismo, quantidade, cifra, total",Representação de quantidades ou ordem.
227,🌆,Evening,/ˈiːv.nɪŋ/,/ˈiːv.nɪŋ/,/ŋ/,Nasals,"noite, entardecer, fim de tarde, crepúsculo, período",Parte do dia após o pôr do sol.
229,👑,King,/kɪŋ/,/kɪŋ/,/ŋ/,Nasals,"rei, soberano, monarca, governante, líder",Homem que governa um reino; figura de autoridade.
231,💍,Ring,/rɪŋ/,/rɪŋ/,/ŋ/,Nasals,"anel, argola, círculo, som, grupo",Objeto circular; também som de campainha/telefone.
228,🎵,Song,/sɔːŋ/,/sɒŋ/,/ŋ/,Nasals,"canção, música, melodia, composição, faixa",Obra musical com letra e melodia.
226,🔲,Thing,/θɪŋ/,/θɪŋ/,/ŋ/,Nasals,"coisa, objeto, assunto, fato, situação",Termo geral para algo indeterminado.
230,👶,Young,/jʌŋ/,/jʌŋ/,/ŋ/,Nasals,"jovem, novo, imaturo, recente, iniciante",Pessoa ou coisa em fase inicial de vida/experiência.
132,🏖️,Beach,/biːtʃ/,/biːtʃ/,/b/,Plosives,"praia, costa, litoral, areia, orla",Área de areia junto ao mar ou lago.
133,🎂,Birthday,/ˈbɝːθ.deɪ/,/ˈbɜːθ.deɪ/,/b/,Plosives,"aniversário, data, comemoração, celebração, nascimento",Dia em que alguém nasceu ou a festa desse dia.
135,🍞,Bread,/bred/,/bred/,/b/,Plosives,"pão, alimento, massa, fatia, sustento",Produto de farinha assado; figurado para sustento.
134,🍳,Breakfast,/ˈbrek.fəst/,/ˈbrek.fəst/,/b/,Plosives,"café da manhã, refeição, desjejum, lanche, alimentação",Primeira refeição do dia.
130,👦,Brother,/ˈbrʌð.ɚ/,/ˈbrʌð.ər/,/b/,Plosives,"irmão, companheiro, colega, camarada, frade",Parente masculino ou pessoa próxima em vínculo fraterno.
131,💰,Budget,/ˈbʌdʒ.ɪt/,/ˈbʌdʒ.ɪt/,/b/,Plosives,"orçamento, verba, plano, limite, despesa",Planejamento de gastos ou quantia disponível.
146,⚠️,Danger,/ˈdeɪn.dʒɚ/,/ˈdeɪn.dʒər/,/d/,Plosives,"perigo, risco, ameaça, vulnerabilidade, dano",Situação que pode causar prejuízo ou ferimento.
144,🍽️,Dinner,/ˈdɪn.ɚ/,/ˈdɪn.ər/,/d/,Plosives,"jantar, refeição, banquete, ceia, comida","Principal refeição do dia, geralmente à noite."
142,🧑‍⚕️,Doctor,/ˈdɑːk.tɚ/,/ˈdɒk.tər/,/d/,Plosives,"médico, doutor, especialista, clínico, profissional de saúde",Pessoa habilitada a exercer medicina ou doutorado.
143,📄,Document,/ˈdɑː.kjə.mənt/,/ˈdɒk.jə.mənt/,/d/,Plosives,"documento, registro, arquivo, prova, papel",Arquivo físico ou digital que contém informações.
145,💤,Dream,/driːm/,/driːm/,/d/,Plosives,"sonho, ideal, desejo, ilusão, meta",Imagens durante o sono ou aspiração pessoal.
147,🚗,Driver,/ˈdraɪ.vɚ/,/ˈdraɪ.vər/,/d/,Plosives,"motorista, condutor, operador, chofer, guia",Pessoa que dirige um veículo.
155,🌺,Garden,/ˈɡɑːr.dn/,/ˈɡɑː.dən/,/g/,Plosives,"jardim, horta, quintal, parque, terreno",Área cultivada com plantas ou flores.
159,🚪,Gate,/ɡeɪt/,/ɡeɪt/,/g/,Plosives,"portão, entrada, saída, passagem, barreira",Estrutura que controla o acesso a um local.
157,🪙,Gold,/ɡoʊld/,/ɡəʊld/,/g/,Plosives,"ouro, riqueza, metal, prêmio, cor dourada",Metal precioso; símbolo de valor e excelência.
158,🏛️,Government,/ˈɡʌv.ɚn.mənt/,/ˈɡʌv.ə.mənt/,/g/,Plosives,"governo, administração, autoridade, gestão, poder",Sistema que dirige um país ou instituição.
154,👥,Group,/ɡruːp/,/ɡruːp/,/g/,Plosives,"grupo, equipe, turma, conjunto, categoria",Conjunto de pessoas ou elementos com algo em comum.
156,🧳,Guest,/ɡest/,/ɡest/,/g/,Plosives,"convidado, hóspede, visitante, participante, cliente",Pessoa recebida em evento ou hospedagem.
150,💼,Career,/kəˈrɪr/,/kəˈrɪər/,/k/,Plosives,"carreira, profissão, trajetória, vida profissional, caminho",Conjunto de experiências de trabalho ao longo da vida.
149,⏰,Clock,/klɑːk/,/klɒk/,/k/,Plosives,"relógio, tempo, horário, cronômetro, marcação",Aparelho que mede e mostra o tempo.
148,❄️,Cold,/koʊld/,/kəʊld/,/k/,Plosives,"frio, resfriado, gelado, doença, indiferença",Baixa temperatura ou estado gripal.
151,🎓,College,/ˈkɑː.lɪdʒ/,/ˈkɒl.ɪdʒ/,/k/,Plosives,"faculdade, universidade, instituição, escola, campus",Local de ensino superior; não é colégio (false friend).
152,🔗,Connection,/kəˈnek.ʃən/,/kəˈnek.ʃən/,/k/,Plosives,"conexão, ligação, vínculo, relação, contato",Associação entre pessoas ou coisas.
153,💬,Conversation,/ˌkɑːn.vɚˈseɪ.ʃən/,/ˌkɒn.vəˈseɪ.ʃən/,/k/,Plosives,"conversa, diálogo, bate-papo, discussão, comunicação",Troca oral de ideias entre pessoas.
125,📦,Package,/ˈpæk.ɪdʒ/,/ˈpæk.ɪdʒ/,/p/,Plosives,"pacote, embalagem, conjunto, programa, oferta",Objeto ou grupo de itens; pacote de serviços.
127,🔍,Particular,/pɚˈtɪ.kjə.lɚ/,/pəˈtɪk.jə.lər/,/p/,Plosives,"específico, especial, determinado, individual, distinto",Algo detalhado ou único dentro de um grupo.
124,🤝,Partner,/ˈpɑːrt.nɚ/,/ˈpɑːt.nər/,/p/,Plosives,"parceiro, sócio, companheiro, cônjuge, colaborador","Pessoa com quem se compartilha algo, pessoal ou profissional."
126,💳,Payment,/ˈpeɪ.mənt/,/ˈpeɪ.mənt/,/p/,Plosives,"pagamento, quitação, remuneração, compensação, parcela",Ato de pagar por algo; pode ocorrer em partes.
129,🖼️,Picture,/ˈpɪk.tʃɚ/,/ˈpɪk.tʃər/,/p/,Plosives,"imagem, foto, retrato, quadro, ilustração",Representação visual de algo.
128,🎓,Professional,/prəˈfeʃ.ə.nəl/,/prəˈfeʃ.ən.əl/,/p/,Plosives,"profissional, especialista, experiente, qualificado, técnico",Pessoa ou atitude ligada ao trabalho qualificado.
140,💻,Technology,/tekˈnɑː.lə.dʒi/,/tekˈnɒl.ə.dʒi/,/t/,Plosives,"tecnologia, técnica, inovação, ciência, sistema",Aplicação prática do conhecimento científico.
137,🌡️,Temperature,/ˈtem.pɚ.tʃɚ/,/ˈtem.prə.tʃər/,/t/,Plosives,"temperatura, calor, febre, clima, medição",Grau de calor medido em um corpo ou ambiente.
136,🗓️,Tomorrow,/təˈmɑː.roʊ/,/təˈmɒr.əʊ/,/t/,Plosives,"amanhã, futuro, dia seguinte, porvir, próximo dia",O dia depois de hoje; também o futuro.
138,🚦,Traffic,/ˈtræ.fɪk/,/ˈtræf.ɪk/,/t/,Plosives,"trânsito, circulação, movimento, transporte, fluxo",Deslocamento de veículos/pessoas; também comércio ilegal.
139,🚌,Transportation,/ˌtræn.spɚˈteɪ.ʃən/,/ˌtræn.spɔːˈteɪ.ʃən/,/t/,Plosives,"transporte, locomoção, deslocamento, condução, translado",Movimento de pessoas ou bens de um lugar a outro.
141,🌳,Tree,/triː/,/triː/,/t/,Plosives,"árvore, planta, tronco, vegetal, madeira",Planta de grande porte com caule lenhoso.
67,⭐,Ability,/əˈbɪl.ə.t̬i/,/əˈbɪl.ə.ti/,/ə/,Schwa,"habilidade, capacidade, talento, competência, aptidão",Potencial para realizar algo bem.
66,📅,Appointment,/əˈpɔɪnt.mənt/,/əˈpɔɪnt.mənt/,/ə/,Schwa,"compromisso, consulta, reunião, encontro, agendamento",Hora marcada para se encontrar com alguém ou fazer algo.
69,🎨,Color,/ˈkʌl.ər/,/ˈkʌl.ər/,/ə/,Schwa,"cor, tonalidade, pigmento, matiz, aparência",Característica visual determinada pela luz refletida.
72,🫂,Community,/kəˈmjuː.nə.ti/,/kəˈmjuː.nə.ti/,/ə/,Schwa,"comunidade, grupo, sociedade, coletividade, bairro","Conjunto de pessoas que compartilham espaço, interesse ou identidade."
71,⏭️,Future,/ˈfjuːtʃər/,/ˈfjuː.tʃər/,/ə/,Schwa,"futuro, porvir, destino, perspectiva, tempo adiante",Tempo que ainda não aconteceu; o que virá.
68,🍋,Lemon,/ˈlem.ən/,/ˈlem.ən/,/ə/,Schwa,"limão, fruta, cítrico, amarelo, agridoce",Fruta azeda usada em bebidas e culinária.
75,🫁,Oxygen,/ˈɑːk.sə.dʒən/,/ˈɒk.sɪ.dʒən/,/ə/,Schwa,"oxigênio, gás, elemento, ar, componente",Gás essencial à respiração e à vida.
70,👮,Police,/pəˈliːs/,/pəˈliːs/,/ə/,Schwa,"polícia, autoridade, patrulha, guarda, corporação",Instituição responsável por manter a ordem e segurança.
73,📦,Supply,/səˈplaɪ/,/səˈplaɪ/,/ə/,Schwa,"suprimento, fornecimento, estoque, provisão, oferta",Ato ou quantidade de algo disponibilizado para uso.
74,💉,Syringe,/səˈrɪndʒ/,/sɪˈrɪndʒ/,/ə/,Schwa,"seringa, injetor, aplicador, instrumento, dispositivo","Utensílio usado para aplicar ou retirar líquidos, geralmente medicamentos."
11,🎓,Education,/ˌed.jʊˈkeɪ.ʃən/,/ˌedʒ.ʊˈkeɪ.ʃən/,/e/,Short Vowels,"educação, ensino, instrução, formação, aprendizado",Processo de adquirir conhecimento e desenvolver habilidades.
7,🏁,End,/end/,/end/,/e/,Short Vowels,"fim, término, final, objetivo, conclusão",Ponto em que algo se encerra ou atinge seu propósito.
10,👬,Friend,/frend/,/frend/,/e/,Short Vowels,"amigo, amiga, colega, parceiro, aliado",Pessoa próxima com quem se tem vínculo de confiança.
8,🧠,Head,/hed/,/hed/,/e/,Short Vowels,"cabeça, chefe, líder, topo, direção",Parte superior ou pessoa que lidera algo.
9,🆘,Help,/help/,/help/,/e/,Short Vowels,"ajuda, apoio, auxílio, socorro, assistência",Ato de oferecer suporte a alguém em uma situação.
12,👨‍👩‍👧‍👦,Parents,/ˈper.ənts/,/ˈpeə.rənt/,/e/,Short Vowels,"pais, pai e mãe, responsáveis, genitores, família","Em inglês, parents significa pai e mãe, não “parentes”."
14,🏘️,Address,/ˈædres/,/əˈdres/,/æ/,Short Vowels,,
13,🐘,Animal,/ˈænɪməl/,/ˈæn.ɪ.məl/,/æ/,Short Vowels,"animal, bicho, criatura, ser vivo, espécie",Ser vivo não humano; usado para falar de animais em geral.
17,🏦,Bank,/bæŋk/,/bæŋk/,/æ/,Short Vowels,"banco, instituição financeira, margem, depósito, reservatório",Principalmente instituição financeira onde se guarda dinheiro.
18,🏫,Class,/klæs/,/klɑːs/,/æ/,Short Vowels,"aula, turma, categoria, tipo, grupo",Usado para falar de aulas ou divisões por nível ou tipo.
15,👨‍👩‍👧‍👦,Family,/ˈfæm.əl.i/,/ˈfæm.əl.i/,/æ/,Short Vowels,"família, lar, parentes, núcleo, clã",Grupo de pessoas ligadas por parentesco ou convivência.
16,🗺️,Map,/mæp/,/mæp/,/æ/,Short Vowels,"mapa, carta, planta, diagrama, representação",Desenho que mostra locais ou regiões geográficas.
32,🧍,Body,/ˈbɑː.di/,/ˈbɒd.i/,/ɒ/,Short Vowels,"corpo, organismo, estrutura, grupo, entidade",Pode se referir ao corpo físico ou a um grupo organizado.
33,💵,Dollar,/ˈdɑl·ər/,/ˈdɒl.ər/,/ɒ/,Short Vowels,"dólar, moeda, dinheiro, grana, valor",Unidade monetária usada nos EUA e em outros países.
35,📦,Object,/ˈɑːb.dʒekt/,/ˈɒb.dʒekt/,/ɒ/,Short Vowels,"objeto, coisa, meta, propósito, artigo",Algo físico ou o alvo de uma ação; verbo to object = discordar.
31,🏢,Office,/ˈɑː.fɪs/,/ˈɒf.ɪs/,/ɒ/,Short Vowels,"escritório, repartição, cargo, função, agência",Local de trabalho administrativo; também o cargo ocupado.
34,❗,Problem,/ˈprɑː.bləm/,/ˈprɒb.ləm/,/ɒ/,Short Vowels,"problema, questão, dificuldade, obstáculo, desafio",Situação que requer solução; pessoal ou profissional.
2,💰,Bill,/bɪl/,/bɪl/,/ɪ/,Short Vowels,"conta, fatura, nota, cédula, projeto de lei","Documento de cobrança, dinheiro em papel ou proposta de lei."
6,💼,Business,/ˈbɪz.nɪs/,/ˈbɪz.nɪs/,/ɪ/,Short Vowels,"negócio, empresa, comércio, setor, atividade","Área profissional, empresa ou qualquer tipo de trabalho que gera lucro."
4,🏙️,City,/ˈsɪt.i/,/ˈsɪt.i/,/ɪ/,Short Vowels,"cidade, metrópole, capital, centro urbano, área urbana","Grande local com população, serviços e comércio concentrados."
1,👦,Kid,/kɪd/,/kɪd/,/ɪ/,Short Vowels,"criança, menino, menina, jovem, garoto",Termo informal para se referir a uma criança ou pessoa jovem.
5,⏱️,Minute,/ˈmɪn.ɪt/,/ˈmɪn.ɪt/,/ɪ/,Short Vowels,"minuto, instante, momento, registro, detalhe",Unidade de tempo; também usado para anotações de reunião (minutes).
3,✈️,Trip,/trɪp/,/trɪp/,/ɪ/,Short Vowels,"viagem, passeio, excursão, jornada, deslocamento","Viagem curta, normalmente de lazer ou trabalho."
25,📚,Book,/bʊk/,/bʊk/,/ʊ/,Short Vowels,"livro, caderno, obra, registro, volume","Obra escrita; como verbo, to book = reservar."
103,👕,Clothes,/kloʊz/,/kləʊðz/,/ʊ/,Short Vowels,"roupas, vestes, trajes, peças, vestimenta",Conjunto de peças usadas para se vestir.
28,🎯,Goal,/ɡoʊl/,/ɡəʊl/,/ʊ/,Short Vowels,"objetivo, meta, alvo, propósito, gol",Resultado desejado ou ponto marcado em esportes.
27,💸,Poor,/pʊr/,/pɔːr/,/ʊ/,Short Vowels,"pobre, carente, fraco, ruim, limitado",Pode se referir à falta de dinheiro ou à baixa qualidade.
26,🚪,Room,/rʊm/,/ruːm/,/ʊ/,Short Vowels,"quarto, sala, espaço, cômodo, ambiente",Espaço físico dentro de um local; também “espaço disponível”.
30,🏙️,Town,/taʊn/,/taʊn/,/ʊ/,Short Vowels,"cidade, município, vila, centro, localidade","Local menor que uma city, mas com estrutura urbana."
24,🏢,Company,/ˈkʌm.pə.ni/,/ˈkʌm.pə.ni/,/ʌ/,Short Vowels,"empresa, companhia, firma, sociedade, grupo",Organização comercial; também companhia no sentido de presença.
22,🏞️,Country,/ˈkʌn.tri/,/ˈkʌn.tri/,/ʌ/,Short Vowels,"país, nação, interior, território, estado",Área ou nação com governo próprio; também “zona rural” (the country).
23,🎨,Culture,/ˈkʌl.tʃər/,/ˈkʌl.tʃər/,/ʌ/,Short Vowels,"cultura, civilização, educação, costume, tradição","Conjunto de hábitos, valores e práticas de um povo ou grupo."
21,💰,Money,/ˈmʌn.i/,/ˈmʌn.i/,/ʌ/,Short Vowels,"dinheiro, quantia, verba, capital, recurso",Qualquer forma de valor usada para pagar ou comprar.
20,👦,Son,/sʌn/,/sʌn/,/ʌ/,Short Vowels,"filho, rapaz, descendente, menino, garoto",Filho homem em relação aos pais.
19,🧸,Stuff,/stʌf/,/stʌf/,/ʌ/,Short Vowels,"coisa, material, conteúdo, objeto, substância",Termo informal para “coisas em geral”; não tem plural em inglês.
